ID_Transacao;Data;Cliente;Produto_Servico;Categoria;Quantidade;Valor_Unitario;Custo_Unitario;Qtd_Parcelas;Canal_Venda;Status
PRG-202602-047;28/02/2026;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;5;890,00;258,75;12;Venda Direta;Pago
PRG-202602-048;22/02/2026;Banco Inova S.A.;PragmaCloud Pro;Software;2;450,00;143,20;3;E-commerce;Pago
PRG-202602-049;06/02/2026;Tech Soluções Globais;PragmaSecurity Gateway;Software;4;890,00;228,48;1;Venda Direta;Pago
PRG-202602-050;07/02/2026;Nova Era Digital;Suporte Técnico Premium;Serviço;2;400,00;116,18;3;E-commerce;Pago
PRG-202602-051;25/02/2026;Meta Metais;PragmaSecurity Gateway;Software;1;890,00;269,17;2;Venda Direta;Pago
PRG-202602-052;02/02/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1445,34;6;Parceiros B2B;Pago
PRG-202602-053;09/02/2026;Logística Express Brasil;PragmaSecurity Gateway;Software;1;890,00;242,26;1;E-commerce;Pago
PRG-202602-054;19/02/2026;Global Alimentos S.A.;PragmaSecurity Gateway;Software;3;890,00;227,27;6;Parceiros B2B;Pago
PRG-202602-055;07/02/2026;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;421,13;3;E-commerce;Pago
PRG-202602-056;16/02/2026;Nova Era Digital;PragmaAnalytics Enterprise;Software;2;1250,00;390,42;2;Parceiros B2B;Pago
PRG-202602-057;22/02/2026;Construtora Horizonte;PragmaCloud Pro;Software;4;450,00;160,85;1;E-commerce;Pago
PRG-202602-058;03/02/2026;Construtora Horizonte;PragmaSecurity Gateway;Software;4;890,00;253,67;6;E-commerce;Pago
PRG-202602-059;01/02/2026;Construtora Horizonte;PragmaAnalytics Enterprise;Software;5;1250,00;396,81;3;Venda Direta;Pago
PRG-202602-060;04/02/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;120,58;6;E-commerce;Pago
PRG-202602-061;08/02/2026;Construtora Horizonte;PragmaAnalytics Enterprise;Software;1;1250,00;400,84;1;Parceiros B2B;Pago
PRG-202602-062;25/02/2026;Construtora Horizonte;Consultoria de Processos TI;Serviço;1;3200,00;1326,16;2;E-commerce;Pago
PRG-202602-063;20/02/2026;Tech Soluções Globais;PragmaCloud Pro;Software;2;450,00;163,54;6;E-commerce;Pago
PRG-202602-064;25/02/2026;Meta Metais;Suporte Técnico Premium;Serviço;2;400,00;128,74;3;Venda Direta;Pago
PRG-202602-065;16/02/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;2;3200,00;1425,60;3;Parceiros B2B;Pago
PRG-202602-066;15/02/2026;Global Alimentos S.A.;PragmaCloud Pro;Software;1;450,00;146,06;3;Venda Direta;Pago
PRG-202602-067;28/02/2026;Varejo Total S.A.;PragmaSecurity Gateway;Software;5;890,00;250,35;6;Parceiros B2B;Pago
PRG-202602-068;26/02/2026;Indústrias Alfa Ltda;Suporte Técnico Premium;Serviço;1;400,00;115,72;6;Parceiros B2B;Pago
PRG-202602-069;02/02/2026;Global Alimentos S.A.;PragmaCloud Pro;Software;3;450,00;164,47;1;Parceiros B2B;Pago
PRG-202602-070;02/02/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;120,58;12;Venda Direta;Pago
PRG-202602-071;10/02/2026;Nova Era Digital;Suporte Técnico Premium;Serviço;2;400,00;124,29;1;Parceiros B2B;Pago
PRG-202602-072;03/02/2026;Construtora Horizonte;PragmaCloud Pro;Software;5;450,00;155,35;3;E-commerce;Pago
PRG-202602-073;22/02/2026;Meta Metais;PragmaAnalytics Enterprise;Software;3;1250,00;366,52;2;E-commerce;Pago
PRG-202602-074;21/02/2026;Nova Era Digital;PragmaAnalytics Enterprise;Software;5;1250,00;416,71;1;E-commerce;Pago
PRG-202602-075;21/02/2026;Construtora Horizonte;PragmaAnalytics Enterprise;Software;5;1250,00;367,48;6;Parceiros B2B;Pago
PRG-202602-076;12/02/2026;Banco Inova S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;387,34;6;Venda Direta;Pago
PRG-202602-077;05/02/2026;Tech Soluções Globais;PragmaCloud Pro;Software;3;450,00;160,33;1;Parceiros B2B;Pago
PRG-202602-078;27/02/2026;Rede de Farmácias Viva;PragmaCloud Pro;Software;3;450,00;161,29;12;Venda Direta;Pago
PRG-202602-079;05/02/2026;Tech Soluções Globais;PragmaAnalytics Enterprise;Software;5;1250,00;424,72;2;Parceiros B2B;Pago
PRG-202602-080;14/02/2026;Construtora Horizonte;PragmaAnalytics Enterprise;Software;4;1250,00;408,85;6;Venda Direta;Pago
PRG-202602-081;10/02/2026;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;3;1250,00;414,26;12;E-commerce;Pago
PRG-202602-082;10/02/2026;Nova Era Digital;PragmaSecurity Gateway;Software;5;890,00;245,93;2;Venda Direta;Pago
PRG-202602-083;05/02/2026;Banco Inova S.A.;PragmaCloud Pro;Software;4;450,00;161,22;12;Venda Direta;Pago
PRG-202602-084;17/02/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1473,67;3;E-commerce;Pendente
PRG-202602-085;05/02/2026;Nova Era Digital;PragmaCloud Pro;Software;2;450,00;159,50;3;Venda Direta;Pago
PRG-202602-086;13/02/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;1;3200,00;1368,13;1;E-commerce;Pago
PRG-202602-087;11/02/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1298,53;3;E-commerce;Pago
PRG-202602-088;05/02/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;1;400,00;129,74;1;E-commerce;Pago
PRG-202602-089;05/02/2026;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;5;890,00;246,16;3;Venda Direta;Pago
PRG-202602-090;02/02/2026;Logística Express Brasil;Suporte Técnico Premium;Serviço;2;400,00;109,51;6;Parceiros B2B;Pago
PRG-202602-091;21/02/2026;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;2;890,00;260,93;3;E-commerce;Pago
PRG-202602-092;12/02/2026;Logística Express Brasil;PragmaSecurity Gateway;Software;4;890,00;234,37;1;Parceiros B2B;Cancelado
PRG-202602-093;03/02/2026;Rede de Farmácias Viva;PragmaSecurity Gateway;Software;5;890,00;264,32;12;Parceiros B2B;Pago
PRG-202602-094;28/02/2026;Global Alimentos S.A.;PragmaCloud Pro;Software;4;450,00;164,43;3;Parceiros B2B;Pago
PRG-202602-095;26/02/2026;Varejo Total S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1465,22;1;Parceiros B2B;Pago
PRG-202602-096;11/02/2026;Tech Soluções Globais;PragmaCloud Pro;Software;3;450,00;151,38;2;Parceiros B2B;Pago
PRG-202602-097;23/02/2026;Global Alimentos S.A.;PragmaAnalytics Enterprise;Software;2;1250,00;365,05;6;Venda Direta;Pago
PRG-202602-098;02/02/2026;Logística Express Brasil;PragmaCloud Pro;Software;3;450,00;163,00;12;E-commerce;Cancelado
PRG-202602-099;18/02/2026;Global Alimentos S.A.;Consultoria de Processos TI;Serviço;1;3200,00;1470,92;2;E-commerce;Pago
PRG-202602-100;25/02/2026;Indústrias Alfa Ltda;Consultoria de Processos TI;Serviço;2;3200,00;1294,85;3;E-commerce;Pendente
PRG-202602-101;24/02/2026;Global Alimentos S.A.;Suporte Técnico Premium;Serviço;2;400,00;131,37;6;Parceiros B2B;Pago
PRG-202602-102;26/02/2026;Rede de Farmácias Viva;Consultoria de Processos TI;Serviço;1;3200,00;1463,58;1;E-commerce;Pago
PRG-202602-103;27/02/2026;Tech Soluções Globais;PragmaSecurity Gateway;Software;3;890,00;241,06;1;E-commerce;Pago
PRG-202602-104;10/02/2026;Global Alimentos S.A.;PragmaSecurity Gateway;Software;4;890,00;233,33;6;E-commerce;Pago
PRG-202602-105;24/02/2026;Construtora Horizonte;PragmaSecurity Gateway;Software;4;890,00;238,73;1;Venda Direta;Pago
PRG-202602-106;13/02/2026;Construtora Horizonte;PragmaSecurity Gateway;Software;2;890,00;272,64;2;Parceiros B2B;Pago
PRG-202602-107;15/02/2026;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;1;1250,00;378,88;3;E-commerce;Pago
PRG-202602-108;19/02/2026;Indústrias Alfa Ltda;PragmaSecurity Gateway;Software;2;890,00;258,95;3;E-commerce;Pago
PRG-202602-109;03/02/2026;Meta Metais;PragmaAnalytics Enterprise;Software;5;1250,00;389,36;3;Parceiros B2B;Pago
PRG-202602-110;04/02/2026;Indústrias Alfa Ltda;PragmaAnalytics Enterprise;Software;4;1250,00;401,42;12;Venda Direta;Pago
